Headword ;Başlık;List 
drover;sürücü;16k
ducky;ördek;16k
dyspeptic;dispeptik;16k
dyspnoea;nefes darlığı;16k
ecotourism;ekoturizm;16k
effectual;etkili;16k
effendi;efendi;16k
egghead;aydın;16k
egress;çıkış;16k
eiderdown;kuş tüyü;16k
eine;eine;16k
elderberry;mürver;16k
electro;elektro;16k
electroplate;elektrolizle;16k
elision;seçim;16k
ellipsoid;elipsoid;16k
elocute;güzel konuşmak;16k
elute;elüt etmek;16k
embolism;emboli;16k
emollient;yumuşatıcı;16k
emolument;ücret;16k
emulsify;emülsifiye etmek;16k
enamoured;aşık;16k
enchilada;enchilada;16k
endogamy;iç evlilik;16k
enfant;çocuk;16k
equilateral;eşkenar;16k
erg;erg;16k
ermine;ermin;16k
erosive;aşındırıcı;16k
escapement;kaçış;16k
escudo;esküdo;16k
esprit;espri;16k
espy;casusluk yapmak;16k
ethernet;ethernet;16k
evert;her zaman;16k
excalibur;Ekskalibur;16k
excitatory;uyarıcı;16k
exotica;egzotik;16k
fellatio;oral seks;16k
ferryman;kayıkçı;16k
fez;fes;16k
fiberglass;fiberglas;16k
fibril;lifçik;16k
fibrin;fibrin;16k
fibula;fibula;16k
ficus;ficus;16k
fife;beş;16k
fil;fil;16k
firmware;donanım yazılımı;16k
fishtail;balık kuyruğu;16k
fisticuff;yumruklaşma;16k
fitch;fitch;16k
flagon;sürahi;16k
formalin;formalin;16k
forme;Benim için;16k
frat;kardeşlik;16k
fratricide;kardeş katli;16k
freefall;serbest düşüş;16k
freeload;serbest yük;16k
freesia;frezya;16k
friable;kırılgan;16k
frogman;kurbağa adam;16k
ful;dolu;16k
fullerene;fulleren;16k
fulminant;şiddetli;16k
fundus;fundus;16k
furor;öfke;16k
fusillade;yaylım ateşi;16k
gainsay;karşı çıkmak;16k
galena;galen;16k
gallbladder;safra kesesi;16k
galosh;galoş;16k
garrot;boğaz;16k
gastropod;karındanbacaklı;16k
gating;geçit;16k
gaucho;Gaucho;16k
gawp;ahmak;16k
gentamicin;gentamisin;16k
genuflect;diz çökmek;16k
geochemistry;jeokimya;16k
germanium;germanyum;16k
gibbet;darağacı;16k
gibe;alay etmek;16k
gigabyte;gigabayt;16k
gigolo;jigolo;16k
gimlet;burgu;16k
ginkgo;ginkgo;16k
gizzard;taşlık;16k
glaucous;parlak;16k
glazier;camcı;16k
glug;yapıştırmak;16k
glycerine;gliserin;16k
glycine;glisin;16k
gnocchi;gnocchi;16k
goby;kayabalığı;16k
goldenrod;altın başak;16k
gonad;gonad;16k
gonorrhoea;bel soğukluğu;16k
gorgon;Gorgon;16k
goulash;gulaş;16k
gramps;büyükbaba;16k
grandiloquent;görkemli;16k
grange;çiftlik evi;16k
greenback;dolar;16k
groupware;grup yazılımı;16k
guacamole;guacamole;16k
guanine;guanin;16k
gulfstream;Körfez akıntısı;16k
gumption;girişkenlik;16k
gunk;yapışkan;16k
hadron;hadron;16k
haemophilia;hemofili;16k
haemostasis;hemostaz;16k
hagiography;hagiografi;16k
halleluia;şükürler olsun;16k
halon;halon;16k
hansom;at arabası;16k
haplotype;haplotip;16k
happenstance;tesadüf;16k
haricot;fasulye;16k
harmonium;uyum;16k
haulier;nakliyeci;16k
hauteur;kibirli;16k
haversack;sırt çantası;16k
hearken;dinlemek;16k
hemolytic;hemolitik;16k
heraldry;Hanedanlık armaları;16k
heuristics;buluşsal yöntem;16k
hick;taşra;16k
hidebound;gizli;16k
hippocampus;hipokampus;16k
hippocratic;hipokrat;16k
histone;histon;16k
hittite;Hitit;16k
hobnob;hobnob;16k
hoi;selam;16k
homme;homme;16k
homogenates;homojenleştirir;16k
honcho;efendim;16k
honky;honky;16k
hornbill;boynuzgaga;16k
horseplay;eşek şakası;16k
huckster;seyyar satıcı;16k
humidify;nemlendirmek;16k
humvee;humvee;16k
hussy;şirret;16k
hustings;Husting'ler;16k
hydrochloride;hidroklorür;16k
hymen;kızlık zarı;16k
hyperkinetic;hiperkinetik;16k
hyperspace;hiperuzay;16k
hypha;hif;16k
hypochondria;hipokondri;16k
hypoglycaemia;hipoglisemi;16k
iatrogenic;iatrojenik;16k
icbm;icbm;16k
idolater;putperest;16k
ileum;ileum;16k
illiquid;likit olmayan;16k
illus;illüzyon;16k
imago;imago;16k
immunogenicity;immünojenite;16k
immunosuppressed;bağışıklığı baskılanmış;16k
impasto;koyu renk;16k
impecunious;kusurlu;16k
imprecate;lanet etmek;16k
inasmuch;o kadar ki;16k
inbuilt;dahili;16k
incubus;karabasan;16k
indomethacin;indometasin;16k
ingress;giriş;16k
insectivore;böcek yiyen;16k
institut;enstitü;16k
interfax;interfaks;16k
interglacial;buzul arası;16k
ionosphere;iyonosfer;16k
iphone;iphone;16k
ironmonger;hırdavatçı;16k
isomorph;izomorf;16k
jackdaw;küçük karga;16k
jell;jöle;16k
jetsam;jetsam;16k
jigger;jigger;16k
jodhpur;Jodhpur;16k
kabuki;kabuki;16k
kaffir;kâfir;16k
kali;kali;16k
kanji;kanji;16k
keck;çakmak;16k
ketamine;ketamin;16k
ketch;ketç;16k
kibble;kabaca öğütmek;16k
kinesthetic;kinestetik;16k
klaxon;klakson;16k
kooky;tuhaf;16k
kopek;kopek;16k
krispies;Krispies;16k
kroner;kron;16k
kumquat;Kamkat;16k
kung;kung;16k
labile;kararsız;16k
lackadaisical;bezgin;16k
lama;lama;16k
laminar;laminer;16k
lasso;kement;16k
laudanum;laudanum;16k
laundromat;launderette;16k
lave;lav;16k
lea;Lea;16k
lector;okutman;16k
lepton;lepton;16k
lettre;mektup;16k
leucocyte;lökosit;16k
leukotriene;lökotrien;16k
licorice;meyan kökü;16k
lidocaine;lidokain;16k
liege;efendimiz;16k
limn;limn;16k
linden;ıhlamur;16k
lineament;çizgi;16k
lionise;aslan gibi görünmek;16k
listeria;listeria;16k
locution;konum;16k
loess;lös;16k
lovelorn;aşk acısı;16k
lowbrow;alçakgönüllü;16k
lube;madeni yağ;16k
luger;kızakçı;16k
luxe;lüks;16k
lymphadenopathy;lenfadenopati;16k
lysis;parçalanma;16k
macadamed;makadamed;16k
madonna;madonna;16k
magister;hakim;16k
magnetometer;manyetometre;16k
majolica;Mayolika;16k
malabsorption;malabsorbsiyon;16k
malachite;malakit;16k
maladministration;kötü yönetim;16k
malefactor;suçlu;16k
malian;Malili;16k
malinger;numara yapmak;16k
mallow;ebegümeci;16k
malodorous;kötü kokulu;16k
mammary;meme;16k
manacle;kelepçe;16k
manitou;manitou;16k
mano;mano;16k
manufactory;fabrikada;16k
maquiladora;maquiladora;16k
mardi;mardi;16k
marl;marn;16k
masala;masala;16k
masseuse;masöz;16k
mastitis;mastit;16k
materiel;malzeme;16k
matins;sabahlar;16k
maven;usta;16k
mawkish;iğrenç;16k
mealy;unlu;16k
medulla;medulla;16k
meerkat;mirket;16k
megabit;megabit;16k
megaton;megaton;16k
meiosis;mayoz bölünme;16k
mellifluous;yumuşak;16k
mendelian;Mendel;16k
mendicant;dilenci;16k
merlot;merlot;16k
mesquite;mesquit;16k
metastasise;metastaz;16k
methionine;metiyonin;16k
methylene;metilen;16k
microclimate;mikro iklim;16k
microcontrol;mikrokontrol;16k
microgravity;mikro yerçekimi;16k
microsecond;mikrosaniye;16k
microtubule;mikrotübül;16k
milkweed;süt otu;16k
millipede;kırkayak;16k
minerology;mineraloloji;16k
minimis;minimis;16k
miniseries;mini dizi;16k
misdemeanour;kabahat;16k
missal;dua;16k
moderne;modern;16k
molybdenum;molibden;16k
monetise;para kazanmak;16k
monger;tüccar;16k
monkfish;maymunbalığı;16k
monocular;monoküler;16k
monolayer;tek katmanlı;16k
monopole;tek kutup;16k
monotonic;monoton;16k
montane;dağ;16k
mortician;cenazeci;16k
mortis;ölüm;16k
motocross;motokros;16k
moulder;kalıpçı;16k
moulin;moulin;16k
movimiento;hareket;16k
muesli;müsli;16k
muezzin;müezzin;16k
mullion;dikiz;16k
multicolored;çok renkli;16k
multimillionaire;multimilyoner;16k
multimode;çok modlu;16k
multipolar;çok kutuplu;16k
mummer;şakacı;16k
mumps;kabakulak;16k
munificent;cömert;16k
murine;fare;16k
musique;müzik;16k
muskrat;misk sıçanı;16k
mutagenesis;mutajenez;16k
muzak;müzik;16k
myelin;miyelin;16k
mynah;mynah;16k
nacho;nacho;16k
nar;nar;16k
narthex;narteks;16k
narwhal;deniz gergedanı;16k
nasogastric;nazogastrik;16k
naturopathy;doğal tedavi;16k
nazionale;Nazionale;16k
necropolis;nekropol;16k
needlepoint;iğne ucu;16k
negligee;sabahlık;16k
neocortex;neokorteks;16k
neoplasia;neoplazi;16k
neuralgia;nevralji;16k
neurochemistry;nörokimya;16k
neurone;nöron;16k
newfangled;yeni çıkmış;16k
niacin;niasin;16k
nightstick;cop;16k
nigra;zenci;16k
nitpick;kusur;16k
nitroglycerine;nitrogliserin;16k
noggin;kafa karıştırmak;16k
nom;isim;16k
nomenclature;isimlendirme;16k
nonentity;hiçlik;16k
nostrum;burun kemiği;16k
nubile;çekici;16k
nucleate;çekirdek oluşturmak;16k
nucleon;nükleon;16k
numerology;numeroloji;16k
numismatic;nümismatik;16k
nuncio;nuncio;16k
nutcase;kaçık;16k
obscurantism;gericilik;16k
odeon;odeon;16k
omeprazole;omeprazol;16k
oncogene;onkogen;16k
onomatopoeic;yansımalı;16k
ontogeny;birey oluşumu;16k
opalescent;yanardöner;16k
operand;işlenen;16k
opprobrium;aşağılama;16k
organochlorine;organoklorin;16k
organza;organze;16k
orthodontic;ortodontik;16k
orthopedic;ortopedik;16k
oscilloscope;osiloskop;16k
ouija;ruh çağırma;16k
outwith;dışarıda;16k
overstressed;aşırı stresli;16k
overweening;aşırı kibirli;16k
oxidase;oksidaz;16k
oxtail;öküz kuyruğu;16k
palaver;palavra;16k
paleolithic;paleolitik;16k
paling;solan;16k
pampas;pampalar;16k
panegyric;methiye niteliğinde;16k
pantaloons;pantolon;16k
papist;Papalık yanlısı;16k
paraglider;yamaç paraşütü;16k
paralegal;avukat yardımcısı;16k
parallelogram;paralelkenar;16k
paramour;sevgili;16k
paraprofessional;profesyonel olmayan;16k
parapsychology;parapsikoloji;16k
parastatal;parastatal;16k
parlay;müzakere;16k
parte;ayrılık;16k
patchouli;paçuli;16k
patella;diz kapağı;16k
pater;baba;16k
pax;kişi;16k
pedlar;seyyar satıcı;16k
pedometer;pedometre;16k
pent;bastırılmış;16k
penumbra;kısmi gölge;16k
peon;şakayık;16k
pepperoni;pepperoni;16k
pepsin;pepsin;16k
perdition;cehennem azabı;16k
peritoneal;karın zarı;16k
periwinkle;deniz salyangozu;16k
peroxidase;peroksidaz;16k
persimmon;hurma;16k
perspex;perspex;16k
pertussis;boğmaca;16k
peyote;peyote;16k
phenolic;fenolik;16k
picaresque;pikaresk;16k
piccolo;pikolo;16k
pickaxe;kazma;16k
pigsty;domuz ahırı;16k
pilsner;pilsner;16k
pineal;epifiz;16k
pion;şakayık;16k
pizazz;pizazz;16k
plaice;piskopos;16k
plasticine;hamuru;16k
platypus;ornitorenk;16k
ploughshare;saban demiri;16k
plutocrat;plütokrat;16k
polonium;polonyum;16k
poltergeist;hayalet;16k
polyglot;çok dilli;16k
polymorphic;polimorfik;16k
polyposis;polipozis;16k
polysaccharide;polisakkarit;16k
polyvinyl;polivinil;16k
pomeranian;Pomeranyalı;16k
poppers;poppers;16k
porting;taşıma;16k
portmanteau;portmanto;16k
poseur;poz veren kimse;16k
postprandial;yemek sonrası;16k
potentiate;kuvvetlendirmek;16k
practicum;staj;16k
praetor;yargıç;16k
preamp;ön amplifikatör;16k
precis;özetlemek;16k
primp;hazırlık;16k
proband;proband;16k
pronominal;zamir;16k
proscenium;sahne önü;16k
proteolytic;proteolitik;16k
protrusion;çıkıntı;16k
psychomotor;psikomotor;16k
psychophysical;psikofiziksel;16k
psyllium;pisilyum;16k
ptarmigan;kartopu;16k
puckish;afacan;16k
puerile;çocuksu;16k
pugilist;boksör;16k
pygmalion;pigmalion;16k
pyrex;pireks;16k
pyrite;pirit;16k
pyrrhic;pirus;16k
pythagorean;pisagorcu;16k
quadriplegia;kuadripleji;16k
quadruped;dört ayaklı;16k
quanta;kuantum;16k
quantisation;nicemleme;16k
quarto;çeyrek;16k
quartzite;kuvarsit;16k
quiescence;sessizlik;16k
quran;Kuran;16k
qwerty;Qwerty;16k
radian;radyan;16k
raffish;raffish;16k
rancorous;kinci;16k
ranitidine;ranitidin;16k
ratatouille;ratatouille;16k
rectilinear;doğrusal;16k
reefer;soğutucu;16k
remaster;yeniden düzenlemek;16k
renamo;Renamo;16k
reproof;azarlamak;16k
rescission;fesih;16k
reticulum;retikulum;16k
retinol;retinol;16k
reuptake;yeniden alım;16k
ribber;kaburga;16k
riboflavin;riboflavin;16k
rickets;raşitizm;16k
ricks;kayalar;16k
rien;rien;16k
riesling;riesling;16k
rightwing;sağcı;16k
rigmarole;saçmalık;16k
rill;dere;16k
risible;riskli;16k
risque;müstehcen;16k
romany;romanya;16k
rookery;çaylaklık;16k
rubberneck;lastik boyunlu;16k
rubella;kızamıkçık;16k
ruching;dantela;16k
rufous;kızıl;16k
saccharin;sakarin;16k
sacrum;sakrum;16k
sadomasochism;sadomazoşizm;16k
safflower;aspir;16k
sagacity;bilgelik;16k
sallies;satışlar;16k
salubrious;sağlıklı;16k
salver;kurtarıcı;16k
satiated;tok;16k
satrap;satrap;16k
sauerkraut;lahana turşusu;16k
scabies;uyuz;16k
scampi;dolandırıcılık;16k
scapula;skapula;16k
scherzo;canlı çalınan bölüm;16k
schizoid;şizoid;16k
schtick;şaka;16k
scientism;bilimcilik;16k
scimitar;pala;16k
scouse;sebep;16k
scrapie;hurdacı;16k
screed;şap;16k
screener;elek;16k
seahorse;denizatı;16k
seemly;görünüşe göre;16k
selfsame;aynı;16k
semiology;göstergebilim;16k
semolina;irmik;16k
sephardic;Sefarad;16k
septal;septal;16k
septicaemia;septisemi;16k
sequoia;sekoya;16k
sessile;sapsız;16k
sett;yerleşmek;16k
sextant;sekstant;16k
shakedown;sarsılma;16k
shamen;utanmak;16k
shandy;beceriksiz;16k
sharps;keskin aletler;16k
shibboleth;parola;16k
shim;dolgu;16k
shindig;danslı eğlence;16k
shiner;parlatıcı;16k
sidereal;yıldız;16k
silurian;silüriyen;16k
sinfonia;Sinfonia;16k
singlet;atlet;16k
sitar;sitar;16k
skipjack;kaptan;16k
skulduggery;hilebazlık;16k
smorgasbord;açık büfe;16k
sommelier;sommelier;16k
sonogram;sonogram;16k
soporific;uyutucu;16k
sot;ayyaş;16k
spermicide;sperm öldürücü;16k
sphagnum;sfagnum;16k
spina;omurilik;16k
spinnaker;balon;16k
splenic;dalak;16k
spongiform;süngerimsi;16k
sprocket;dişli;16k
spume;köpük;16k
squeegee;silecek;16k
squib;maytap;16k
stagflation;stagflasyon;16k
stele;stel;16k
stingray;vatoz;16k
stoat;gelincik;16k
stratigraphic;stratigrafik;16k
streptokinase;streptokinaz;16k
stringers;kirişler;16k
strontium;stronsiyum;16k
strophe;kısa çizgi;16k
strudel;turta;16k
subclinical;subklinik;16k
suborn;doğuştan;16k
suchlike;benzeri;16k
sufferance;tahammül;16k
sulphide;sülfür;16k
sultana;sultan;16k
sultanate;saltanat;16k
superfluid;süperakışkan;16k
supergiant;süper dev;16k
supernumerary;fazla sayıda;16k
superoxide;süperoksit;16k
superset;süperset;16k
surefire;kesin ateş;16k
surtax;ek vergi;16k
suzerain;hükümdar;16k
switchblade;sustalı;16k
sybarite;hovarda;16k
symbiont;ortakyaşar;16k
synchronic;eşzamanlı;16k
synchronise;senkronize etmek;16k
syndicalist;sendikalist;16k
syndicat;sendika;16k
syntagmatic;dizimsel;16k
tabor;dümbelek;16k
taffy;şekerleme;16k
tailspin;kuyruk dönüşü;16k
talus;talus;16k
tamarind;demirhindi;16k
tansy;solucan otu;16k
tapioca;tapyoka;16k
tare;dara;16k
taro;taro;16k
tater;patates;16k
tattle;dedikodu;16k
tek;tek;16k
telecommute;uzaktan çalışma;16k
teletext;teletekst;16k
telluride;tellür;16k
teriyaki;teriyaki;16k
testa;testa;16k
thalamus;talamus;16k
thallium;talyum;16k
theophylline;teofilin;16k
thermocouple;termokupl;16k
thomist;thomist;16k
thrombus;trombüs;16k
tian;Tian;16k
timorous;çekingen;16k
tink;tıngırdamak;16k
titre;titre;16k
titres;titreler;16k
tizz;tıslama;16k
toff;ahbap;16k
togs;tulum;16k
toile;tuvalet;16k
toilette;tuvalet;16k
topos;topo;16k
torah;Tora;16k
toroid;toroid;16k
torpid;uyuşuk;16k
toucan;tukan;16k
tourney;turnuva;16k
toxics;toksikler;16k
tracheotomy;trakeotomi;16k
translational;öteleme;16k
transmogrify;dönüştürmek;16k
trapezoid;yamuk;16k
trattoria;trattoria;16k
trefoil;yonca;16k
trencher;kanal kazıcı;16k
triathlete;triatlet;16k
tricolor;üç renkli;16k
trig;tetikleyici;16k
trigonometry;trigonometri;16k
trinidadian;Trinidadlı;16k
trois;üçlü;16k
trousseau;çeyiz;16k
tsetse;çeçe;16k
tumbledown;yıkılma;16k
tumbleweed;çalı otu;16k
turboprop;turboprop;16k
turncoat;dönek;16k
tussock;tutam;16k
tutti;tutti;16k
twat;dangalak;16k
typo;yazım hatası;16k
typological;tipolojik;16k
tyrannosaurus;Tiranozor;16k
ulema;ulema;16k
underwhelm;bunalmak;16k
unidimensional;tek boyutlu;16k
uprate;yükseltmek;16k
uptick;yükseliş;16k
vaccinia;aşı;16k
vagal;serseri;16k
vedic;vedik;16k
vegetal;bitkisel;16k
venturi;Venturi;16k
verbena;mineçiçeği;16k
vernal;ilkbahar;16k
vers;ayet;16k
verso;tam tersi;16k
vesper;ikindi namazı;16k
viburnum;kartopu;16k
vill;köy;16k
villus;villus;16k
viridian;erkeksi;16k
virology;viroloji;16k
viscoelastic;viskoelastik;16k
vitreous;camsı;16k
vitro;vitro;16k
vizier;vezir;16k
voce;ses;16k
volumetric;volumetrik;16k
voluntarism;gönüllülük;16k
walleye;Walleye;16k
wanderlust;yolculuk tutkusu;16k
warthog;yaban domuzu;16k
wen;wen;16k
whelp;enik;16k
whinge;sızlanmak;16k
whippet;tazı;16k
whirligig;fırıldak;16k
whiteout;beyazlatma;16k
whitetail;beyaz kuyruk;16k
whodunit;polisiye;16k
wholemeal;kepekli;16k
wiener;sosis;16k
yob;Yob;16k
yokel;yokel;16k
zag;zag;16k
zeolite;zeolit;16k
zidovudine;zidovudin;16k
zilch;hiç;16k
zippo;zippo;16k
zippy;hareketli;16k
abductee;kaçırılan kişi;17k
abuzz;vızıltı;17k
acetaldehyde;asetaldehit;17k
acyclovir;asiklovir;17k
adagio;adagio;17k
adiabatic;adyabatik;17k
adios;adios;17k
adipose;yağ;17k
adventitious;tesadüfi;17k
adze;keser;17k
afoul;kötü;17k
afrocentric;Afro-merkezli;17k
agglutinate;yapışık;17k
agouti;agouti;17k
agroforestry;tarımsal ormancılık;17k
ahoy;merhaba;17k
aldrin;aldrin;17k
alfresco;açık havada;17k
allocative;tahsis edici;17k
allometric;allometrik;17k
alopecia;saç dökülmesi;17k
amaretti;amaretti;17k
ambrosia;ambrosia;17k
ampicillin;ampisilin;17k
ampoule;ampul;17k
anaconda;anakonda;17k
anasazi;anasazi;17k
andante;andante;17k
angiogram;anjiyogram;17k
angstrom;kızgınlık;17k
annales;yıllıklar;17k
anodise;anotlamak;17k
anorectal;anorektal;17k
antediluvian;tufan öncesi;17k
anthropoid;insansı;17k
antinomian;zıt anlamlı;17k
antonym;zıt anlamlı;17k
antsy;sabırsız;17k
aphis;fidanbiti;17k
appertain;belirlemek;17k
appurtenance;ek gelir;17k
apres;apres;17k
aquarian;akvaryum;17k
arachnid;eklembacaklılardan;17k
arb;arb;17k
arbitral;hakem;17k
archaean;arkaik;17k
architrave;arşitrav;17k
archon;baş adam;17k
arcsecond;yay saniyesi;17k
ardour;şevk;17k
arrogate;kibirli olmak;17k
arrowroot;ararot;17k
arsenide;arsenit;17k
arteriosclerosis;damar sertliği;17k
asbestosis;asbestoz;17k
asinine;aptalca;17k
asperity;pürüzlülük;17k
aspic;et jölesi;17k
astrolabe;usturlap;17k
astroturf;halı saha;17k
atherosclerotic;aterosklerotik;17k
attainder;başarıyı elde eden kişi;17k
autarkic;otarşik;17k
autocorrelation;otokorelasyon;17k
autologous;otolog;17k
avocation;boş zaman;17k
bacchanal;bakkal;17k
backbite;gıybet;17k
baggie;torbacık;17k
baleen;balenli;17k
balkanized;Balkanlaşmış;17k
bambino;bambino;17k
bandolier;palaska;17k
bantamweight;horoz siklet;17k
bap;bap;17k
barf;kusmuk;17k
barrelled;namlulu;17k
basilisk;şahmeran;17k
basso;basso;17k
bated;yenilmiş;17k
bathetic;banyolu;17k
baulk;inat etmek;17k
beadle;rahip;17k
bearcat;ayı kedisi;17k
beetroot;pancar;17k
belladonna;belladonna;17k
bellwether;öncü;17k
bestiary;hayvan kitabı;17k
betel;betel;17k
bewail;feryat etmek;17k
biddy;ikiyüzlü;17k
bifida;bifida;17k
bight;körük;17k
bilberry;yaban mersini;17k
bilk;bilk;17k
binaural;binaural;17k
bioluminescence;biyolüminesans;17k
biophysics;biyofizik;17k
biosensor;biyosensör;17k
biosynthetic;biyosentetik;17k
bipedalism;iki ayaklılık;17k
bittern;acı;17k
bitumin;bitüm;17k
blackcurrant;frenk üzümü;17k
blackface;siyah baskı;17k
blackthorn;karaçalı;17k
blighter;daha kötü;17k
blowsy;şatafatlı;17k
blub;balina yağı;17k
boatswain;kayıkçı;17k
bodega;şarap;17k
boffin;boffin;17k
bonbon;bonbon;17k
bonne;bonne;17k
bootee;ganimet;17k
borage;hodan;17k
bordello;genelev;17k
borealis;borealis;17k
borscht;pancar çorbası;17k
bothy;ikiyüzlü;17k
bottler;şişeleyici;17k
bouillabaisse;bouillabaisse;17k
bowhead;Grönland balinası;17k
boyo;boyo;17k
bract;brakte;17k
braggart;palavracı;17k
brahman;brahman;17k
briny;tuzlu;17k
broads;kadınlar;17k
bromeliad;bromeliad;17k
brontosaur;brontozor;17k
brucellosis;bruselloz;17k
